parasha	lev_range_approx	sifra	tractate	daf	talmud_full	connection
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 5 5	Zevachim	107b	Zevachim 107b:21	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 6 1	Bava Batra	120a	Bava Batra 120a:7	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 6 1	Meilah	6b	Meilah 6b:2-3	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 6 4	Meilah	9b	Meilah 9b:5	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 6 1	Menachot	47b	Menachot 47b:1-2	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 6 1	Shevuot	16b	Shevuot 16b:2	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 6 1	Temurah	28b	Temurah 28b:11-12	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 6 1	Yevamot	87a	Yevamot 87a:12-15	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 6 1	Zevachim	43a	Zevachim 43a:2	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 6 1	Zevachim	90a	Zevachim 90a:1	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 7 10	Bekhorot	33b	Bekhorot 33b:5	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 7 12	Bekhorot	39a	Bekhorot 39a:9-10	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 7 9	Bekhorot	39b	Bekhorot 39b:7	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 7 13	Bekhorot	43a	Bekhorot 43a:7	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 7 3	Chullin	24a	Chullin 24a:10	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 7 9	Kiddushin	25b	Kiddushin 25b:2	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 7 10	Menachot	56a	Menachot 56a:19-20	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 7 2	Menachot	73b	Menachot 73b:6-9	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 7 10	Pesachim	11a	Pesachim 11a:20-21	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 7 7-8	Pesachim	42a	Pesachim 42a:1-2	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 7 2	Sotah	46a	Sotah 46a:8	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 7 3	Sotah	46a	Sotah 46a:2	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 7 3-4	Temurah	6b	Temurah 6b:10	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 7 6	Temurah	7b	Temurah 7b:2	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 7 7-8	Temurah	7b	Temurah 7b:4-5	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 7 11	Yevamot	3b	Yevamot 3b:9	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 7 11	Yevamot	46b	Yevamot 46b:17-47a:1	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 7 11	Zevachim	102a	Zevachim 102a:21	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 7 3	Zevachim	102a	Zevachim 102a:22	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 7 2	Zevachim	99b	Zevachim 99b:13-14	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 8 8	Avodah Zarah	5b	Avodah Zarah 5b:6-7	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 8 3	Bava Kamma	81b	Bava Kamma 81b:22	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 8 3	Bekhorot	57a	Bekhorot 57a:7-8	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 8 3	Chullin	38a	Chullin 38a:17-38b:1	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 8 1	Chullin	78b	Chullin 78b:11	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 8 11	Chullin	78b	Chullin 78b:8	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 8 12	Chullin	78b	Chullin 78b:9-10	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 8 6	Chullin	81b	Chullin 81b:4-5	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 8 2-3	Chullin	82a	Chullin 82a:13-14	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 8 8-9	Chullin	83a	Chullin 83a:6-8	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 8 9	Chullin	83a	Chullin 83a:15	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 8 7-8	Chullin	83b	Chullin 83b:1	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 8 6	Chullin	85a	Chullin 85a:7-8	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 8 9	Eruvin	81b	Eruvin 81b:4-5	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 8 3	Keritot	15a	Keritot 15a:1	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 8 3	Pesachim	73b	Pesachim 73b:12	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 8 3	Yoma	44b	Yoma 44b:13	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Section 9 8	Chullin	101b	Chullin 101b:2	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 9 5	Shabbat	32a	Shabbat 32a:4	mesorat hashas
Emor	Lev 21–24 (approx)	Sifra, Emor, Chapter 9 5	Taanit	18b	Taanit 18b:8	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 1 10	Jerusalem Talmud Bava Metsia	9b	Jerusalem Talmud Bava Metsia 9b:1	unknown
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 1 8-9	Keritot	28a	Keritot 28a:27-29	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 1 5-6	Kiddushin	30b	Kiddushin 30b:18-19	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 1 10	Kiddushin	31b	Kiddushin 31b:14	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 1 5	Kiddushin	32a	Kiddushin 32a:2	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 1 7	Niddah	50a	Niddah 50a:11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 1 7	Pesachim	56b	Pesachim 56b:7	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 1 8	Pesachim	57b	Pesachim 57b:2	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 1 10	Shabbat	23a	Shabbat 23a:11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 1 7	Shabbat	68a	Shabbat 68a:5	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 11	Bava Metzia	60b	Bava Metzia 60b:19	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 5	Bava Metzia	94b	Bava Metzia 94b:24-95a:1	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 5	Chullin	78b	Chullin 78b:5-6	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 11	Keritot	22b	Keritot 22b:4-5	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 8	Sanhedrin	52a	Sanhedrin 52a:6	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 8	Sanhedrin	52b	Sanhedrin 52b:21	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 9	Sanhedrin	53b	Sanhedrin 53b:7	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 10	Sanhedrin	54a	Sanhedrin 54a:3	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 10	Sanhedrin	54a	Sanhedrin 54a:31	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 11	Sanhedrin	54a	Sanhedrin 54a:29-31	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 11	Sanhedrin	54a	Sanhedrin 54a:3	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 10	Sanhedrin	66a	Sanhedrin 66a:11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 11	Sanhedrin	66a	Sanhedrin 66a:11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 5	Sanhedrin	66a	Sanhedrin 66a:9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 7	Sanhedrin	66a	Sanhedrin 66a:11-12	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 13-14	Sanhedrin	75a	Sanhedrin 75a:15-17	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 9	Sanhedrin	75b	Sanhedrin 75b:10	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 15	Sanhedrin	76b	Sanhedrin 76b:5	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 5	Sanhedrin	85b	Sanhedrin 85b:8-9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 11	Shabbat	69a	Shabbat 69a:1	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 5	Shevuot	27a	Shevuot 27a:15-27b:1	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 6	Shevuot	35b	Shevuot 35b:24	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 6	Shevuot	36a	Shevuot 36a:18	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 6	Sotah	38a	Sotah 38a:2	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 9	Yevamot	22b	Yevamot 22b:12	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 13	Yevamot	2a	Yevamot 2a:2	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 13	Yevamot	40b	Yevamot 40b:1	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 15	Yevamot	94b	Yevamot 94b:9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 10 12	Yevamot	97a	Yevamot 97a:9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 7	Bava Kamma	91b	Bava Kamma 91b:20	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 8	Berakhot	63b	Berakhot 63b:6	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 10	Makkot	5b	Makkot 5b:11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 12	Makkot	5b	Makkot 5b:11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 3	Sanhedrin	54a	Sanhedrin 54a:3	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 3	Sanhedrin	54a	Sanhedrin 54a:31	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 5	Sanhedrin	54a	Sanhedrin 54a:28	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 1	Sanhedrin	54b	Sanhedrin 54b:4-5	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 2	Sanhedrin	54b	Sanhedrin 54b:2	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 6	Sanhedrin	55a	Sanhedrin 55a:13	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 3	Sanhedrin	66a	Sanhedrin 66a:11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 13	Yevamot	23a	Yevamot 23a:3	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 12	Yevamot	54b	Yevamot 54b:13	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 11 12	Yevamot	97b	Yevamot 97b:10	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 4	Bava Batra	110b	Bava Batra 110b:9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 6	Bava Batra	110b	Bava Batra 110b:9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 8	Bava Batra	110b	Bava Batra 110b:9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 11	Keritot	22b	Keritot 22b:4-5	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 4	Ketubot	69b	Ketubot 69b:6	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 8	Nedarim	46a	Nedarim 46a:4	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 10	Shabbat	69a	Shabbat 69a:1	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 11	Shabbat	69a	Shabbat 69a:1	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 2	Shabbat	69a	Shabbat 69a:1	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 12	Yevamot	10a	Yevamot 10a:7	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 12	Yevamot	13a	Yevamot 13a:15	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 4	Yevamot	17b	Yevamot 17b:3	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 6	Yevamot	17b	Yevamot 17b:3	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 8	Yevamot	17b	Yevamot 17b:3	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 8	Yevamot	21b	Yevamot 21b:5	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 10	Yevamot	3b	Yevamot 3b:7-8	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 11	Yevamot	3b	Yevamot 3b:9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 12	Yevamot	3b	Yevamot 3b:11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 4	Yevamot	54b	Yevamot 54b:13	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 6	Yevamot	54b	Yevamot 54b:13	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 8	Yevamot	54b	Yevamot 54b:13	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 4	Yevamot	59a	Yevamot 59a:9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 10	Yevamot	9a	Yevamot 9a:10	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 11	Yevamot	9a	Yevamot 9a:10	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 12 2	Yevamot	9a	Yevamot 9a:10	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 2 1	Bava Batra	55a	Bava Batra 55a:10-55b:1	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 2 3	Bava Kamma	105b	Bava Kamma 105b:19	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 2 12	Bava Metzia	110b	Bava Metzia 110b:12	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 2 11	Bava Metzia	112a	Bava Metzia 112a:6	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 2 2	Bava Metzia	61b	Bava Metzia 61b:2	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 2 5	Chullin	137a	Chullin 137a:12	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 2 1	Menachot	71b	Menachot 71b:3-4	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 2 6	Sanhedrin	56a	Sanhedrin 56a:17	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 2 9	Sanhedrin	97b	Sanhedrin 97b:9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 2 6	Shevuot	36a	Shevuot 36a:16	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 3 7	Bava Kamma	119a	Bava Kamma 119a:10	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 3 9	Berakhot	35a	Berakhot 35a:2	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 3 7	Kiddushin	54b	Kiddushin 54b:5-6	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 3 7	Sanhedrin	7a	Sanhedrin 7a:18	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 8-9	Arakhin	16b	Arakhin 16b:5-6	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 4 6	Bava Batra	115a	Bava Batra 115a:9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 7	Bava Kamma	99b	Bava Kamma 99b:20	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 13	Bava Metzia	91a	Bava Metzia 91a:11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 18	Beitzah	14b	Beitzah 14b:14	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 4 6-7	Kiddushin	4a	Kiddushin 4a:6	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 16	Menachot	84b	Menachot 84b:3	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 16	Moed Katan	2b	Moed Katan 2b:13-14	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 6-7	Sanhedrin	29a	Sanhedrin 29a:17-18	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 7	Sanhedrin	31a	Sanhedrin 31a:10	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 7	Sanhedrin	40a	Sanhedrin 40a:11-12	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 6	Sanhedrin	42a	Sanhedrin 42a:19	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 4 6	Sanhedrin	64b	Sanhedrin 64b:6	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 4 7	Sanhedrin	64b	Sanhedrin 64b:8	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 4	Shevuot	30a	Shevuot 30a:11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 4 13	Shevuot	39a	Shevuot 39a:19	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 4 14	Shevuot	39a	Shevuot 39a:20	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 17-18	Sukkah	35a	Sukkah 35a:2	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 18	Tamid	27b	Tamid 27b:2	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Section 4 7	Yevamot	70a	Yevamot 70a:6	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 10	Yoma	23a	Yoma 23a:1	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 11	Yoma	23a	Yoma 23a:2	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 4 18	Yoma	69a	Yoma 69a:5	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 5 5	Gittin	39b	Gittin 39b:11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 5 2	Gittin	41b	Gittin 41b:13	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 5 3	Gittin	41b	Gittin 41b:13-15	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 5 10	Keritot	10b	Keritot 10b:17-18	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 5 2	Keritot	11a	Keritot 11a:10-12	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 5 2	Keritot	11a	Keritot 11a:2	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 5 4	Keritot	11a	Keritot 11a:3	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 5 7	Keritot	9a	Keritot 9a:27	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 4	Kiddushin	35b	Kiddushin 35b:10	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 1	Makkot	12a	Makkot 12a:12	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 5-6	Makkot	20a	Makkot 20a:10-11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 9	Makkot	20a	Makkot 20a:9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 7	Makkot	20b	Makkot 20b:10	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 10	Makkot	21a	Makkot 21a:10	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 4	Makkot	21a	Makkot 21a:6	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 5	Makkot	21a	Makkot 21a:4	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 1	Moed Katan	14b	Moed Katan 14b:13	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 4	Nazir	40b	Nazir 40b:4	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 6	Nazir	40b	Nazir 40b:3	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 4	Nazir	58a	Nazir 58a:11	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 1	Sanhedrin	63a	Sanhedrin 63a:20-21	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 5	Shevuot	2b	Shevuot 2b:12-3a:1	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 6 4	Yevamot	5a	Yevamot 5a:5	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 9	Berakhot	54a	Berakhot 54a:7	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 8	Berakhot	61b	Berakhot 61b:14	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 8	Chagigah	13b	Chagigah 13b:8	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 12-13	Kiddushin	32b	Kiddushin 32b:8-9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 15	Kiddushin	32b	Kiddushin 32b:12	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 8	Menachot	68a	Menachot 68a:13	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 8	Menachot	97a	Menachot 97a:4	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 8	Moed Katan	4a	Moed Katan 4a:9	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 8	Pesachim	120a	Pesachim 120a:14	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 8	Rosh Hashanah	19b	Rosh Hashanah 19b:2	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 10	Sanhedrin	65a	Sanhedrin 65a:1	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 8	Sukkah	43a	Sukkah 43a:5	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 8	Sukkah	44a	Sukkah 44a:1	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 8	Sukkah	46a	Sukkah 46a:3	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 8	Taanit	4b	Taanit 4b:16-17	mesorat hashas
Kedoshim	Lev 19–20 (approx)	Sifra, Kedoshim, Chapter 7 4	Taanit	7b	Taanit 7b:8	mesorat hashas
